titulo,img,descripcion,puntuacion,precio,marca,ASIN,categoria
Café FORTALEZA Café molido Natural - 500 gr,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41Q710CwOQL._SL500_.jpg","Sabor elegante con matices herbales, Producto especial para cafeteras de émbolo, Melita o italiana, Intensidad 7/10","9,1","5,99 €",CAFÉ FORTALEZA – DESDE 1885 -,74,12
"illy Café, café molido Classico, tostado medio, granos de café 100% arábico, 250 g","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41LN5DRtojL._SL500_.jpg","Nota: El embalaje puede variar, GRANOS DE CAFÉ 100% ARÁBICA illy's El sabor distintivo, suave, rico y con mucho cuerpo se crea a partir de la hábil mezcla de granos de arábica cultivados al 100% de forma sostenible, seleccionados de diferentes regiones productoras de todo el mundo, CRECIMIENTO SOSTENIBLE Durante más de 30 años, illy se ha comprometido con el cultivo sostenible del café y las relaciones directas con los productores de café, ayudándolos a desarrollar habilidades y técnicas y a mantenerse al día sobre las innovaciones en materia de sostenibilidad, sin costo alguno para ellos., CLASSICO MEDIUM TOAST Nuestro delicioso café espresso Classico tiene un tostado medio y tiene una dulzura persistente y delicadas notas de caramelo, azahar y jazmín., CAFÉ MOLIDO illy's el café molido se muele finamente para proporcionar una extracción óptima con máquinas de café que aceptan café molido y apisonado., AUTÉNTICA CALIDAD ITALIANA illy el café se envasa en una lata presurizada sin aire que realza y sella los aromas y aceites, para obtener un café perfecto. Impecablemente consistente, suave, equilibrado y nunca amargo.",9,"7,97 €",ILLY,75,12
"Café Fortaleza - Café Grano Intenssisimo, 100% Arábica, Especial Barista de alta intensidad, 500g","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41UwXp4lyfL._SL500_.jpg","5. Tostado de alta calidad: El proceso de tostado se ejecuta meticulosamente para sacar el mejor sabor y aroma de los granos, garantizando un producto de alta calidad constante. 6. Apto para varias cafeteras: Este café es apto para su uso en diferentes cafeteras, incluyendo cafeteras super-automáticas y express., 4. Envase de 500g: El Café Fortaleza Grano Intenssisimo viene en un tamaño de envase de 500g, por lo que es ideal para los amantes del café que quieren disfrutar de su bebida favorita en casa o en la oficina., 3. Sabor intenso: El proceso de tueste realza el carácter de los granos de café Arábicas, dando como resultado un cuerpo denso y notas de cacao amargo que tentarán a tus papilas gustativas., 2. 100% Arábica: Elaborado con los mejores granos de café 100% Arábica, este café tiene una fuerte personalidad y un sabor inigualable que te dejará con ganas de más., 1. Especialidad Barista de Alta Intensidad: El Café Fortaleza en Grano Intenssisimo es una auténtica especialidad barista que ofrece una experiencia de café rica e intensa.","8,9","6,89 €",CAFÉ FORTALEZA – DESDE 1885 -,76,12
"Columbia Powder Lite Vest Chaleco Acolchado, Black, M Hombre","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41IMZvBMKlS._SL500_.jpg","La tecnología reflectante Omni-Heat ofrece un mejor aislamiento para mantenerte caliente incluso en los días más fríos, Costuras en el cuello, el dobladillo y las sisas, Bolsillo interior de seguridad, Contenido: 1x Columbia Powder Lite Chaleco para hombre, Exterior: Storm-Lite DP II 100% poliéster; Forro: Omni-Heat Reflective Forro 100% poliéster; Aislamiento: Thermarator 100% poliéster, Color: Negro, Talla: M, Art.No. 1748031, Chaleco termorreflectante para hombre,Ideal para retener el calor durante los fríos meses de invierno, Ajuste óptimo gracias al dobladillo ajustable con cordón","9,7","52,49 €",COLUMBIA,77,5
"Columbia Powder Lite 2 Vest, Chaleco Acolchado Hombre, Black, L","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41T8qoM9PwL._SL500_.jpg","Ribete en el cuello, los puños y las sisas, Bolsillo interior de seguridad, La tecnología reflectante Omni-Heat ofrece un mejor aislamiento para mantenerte abrigado incluso en las temperaturas más bajas, Contenido: 1x Columbia Chaleco para Hombre, Powder Lite II, Color: Negro, Talla: L, Art.: 2086974, Chaleco termorreflectante para hombre, Adecuado para retener el calor durante los fríos meses de invierno, Ajuste óptimo gracias al dobladillo ajustable con cordón","9,6","52,49 €",COLUMBIA,78,5
"VELILLA 205902, Chaleco acolchado bicolor multibolsillos, color Negro y Rojo, Talla L","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31-h25uOzYL._SL500_.jpg","Siete bolsillos: 1 bolsillo de fuelle en el pecho con tapeta, tirador y velcro, 2 bolsillos inferiores de fuelle con tapeta, tirador y velcro. Debajo de cada uno, 2 bolsillos laterales, 1 bolsillo de fuelle en el pecho con tapeta, tirador y velcro. Sobre él, compartimentos para bolígrafos, 1 bolsillo interior de parche., Cortavientos en sisa, Color contraste en fuelles, tiradores y presillas, Cinturilla elástica lateral, Cierre central con cremallera oculta con tapeta central con botones automáticos","9,4","16,99 €",VELILLA,79,5
"VELILLA 108, Chaleco acolchado multibolsillos, Color Negro, Talla L","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31bV7q%2BRk5L._SL500_.jpg","Tapeta central con botones automáticos, Siete bolsillos: 1 bolsillo de parche en el pecho, con tapeta y velcro 2 bolsillos inferiores de parche, con tapeta y velcro. Debajo de cada uno, 2 bolsillos laterales 1 bolsillo de fuelle en el pecho, con tapeta y velcro. Sobre él, compartimentos para bolígrafos 1 bolsillo interior de parche, Cortavientos en sisa, Cinturilla elástica lateral, Cierre central con cremallera, oculta con tapeta","9,2","15,99 €",VELILLA,80,5
"Jack & Jones Jjemulti Collar Noos Chaqueta, Negro, S para Hombre","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31bUPr7rJQL._SL500_.jpg","Detalles reflectantes, Chaleco acolchado, Bolsillos laterales con cremallera, Acolchado sintético, 100% poliéster","9,1","24,99 €",JACK & JONES,81,5
YOUTHUP Chalecos Exteriores para Hombre Gilet de Invierno Cálido Chaqueta Sin Mangas Acolchada,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F4119Zsuv6SL._SL500_.jpg","Por favor, busque YOUTHUP para obtener más gilets de estilo. Cualquier pregunta por favor envíenos un correo electrónico libremente, Ligero acolchado casual con 2 bolsillos con cremallera y cierre de cremallera completo, Hombres gruesos y cálidos sin mangas con forro completo y 5 colores para elegir, Calentador de cuerpo para hombre con cuello de pie, diseño de ajuste regular y sin mangas, Calentador de cuerpo de invierno es adecuado para el desgaste casual, desgaste diario, ropa deportiva, senderismo, correr, actividades al aire libre, etc.","8,9","32,59 €",YOUTHUP,82,5
Ferko AR-P101/XL - Chaleco reflectante amarillo 100% poliester. 120 mr/m2. Cierre velcro,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41xxS2sC1EL._SL500_.jpg","Productos y accesorios diseñados para satisfacer todas las necesidades, Productos de alta calidad, Materiales de alto rendimiento, Diseñado para hacer que el producto sea duradero","8,8","3,88 €",FERKO,83,5
"Regatta Tobias II Chaleco con Cremallera y 2 Bolsillos Bodywarmers, Hombre, Iron(Black), L","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31p5YEOZbDL._SL500_.jpg","Tiene detalles distintivos de la marca, Producto óptimo para completar los looks informales de todos los días, Producto adecuado para múltiples ocasiones, Ofrece comodidad y libertad de movimiento","8,7","11,99 €",REGATTA,84,5
"Columbia Powder Lite Vest Chaleco Acolchado, Black, XL Hombre","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41IMZvBMKlS._SL500_.jpg","La tecnología reflectante Omni-Heat ofrece un mejor aislamiento para mantenerte caliente incluso en los días más fríos, Costuras en el cuello, el dobladillo y las sisas, Bolsillo interior de seguridad, Contenido: 1x Columbia Powder Lite Chaleco para hombre, Exterior: Storm-Lite DP II 100% poliéster; Forro: Omni-Heat Reflective Forro 100% poliéster; Aislamiento: Thermarator 100% poliéster, Color: Negro, Talla: XL, Art.No. 1748031, Chaleco termorreflectante para hombre,Ideal para retener el calor durante los fríos meses de invierno, Ajuste óptimo gracias al dobladillo ajustable con cordón","8,6","51,99 €",COLUMBIA,85,5
"VELILLA 205902, Chaleco acolchado bicolor multibolsillos, color Azul Navy y Celeste, Talla XL","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31FWKVLCOKL._SL500_.jpg","Siete bolsillos: 1 bolsillo de fuelle en el pecho con tapeta, tirador y velcro, 2 bolsillos inferiores de fuelle con tapeta, tirador y velcro. Debajo de cada uno, 2 bolsillos laterales, 1 bolsillo de fuelle en el pecho con tapeta, tirador y velcro. Sobre él, compartimentos para bolígrafos, 1 bolsillo interior de parche., Cortavientos en sisa, Color contraste en fuelles, tiradores y presillas, Cinturilla elástica lateral, Cierre central con cremallera oculta con tapeta central con botones automáticos","8,3","16,99 €",VELILLA,86,5
"Nuevo Kindle Paperwhite (16 GB) de Amazon | Nuestro Kindle más rápido, con una nueva pantalla de 7"" sin reflejos y semanas de batería | Sin publicidad | Negro","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41TqqXlPGZL._SL500_.jpg","Resistente al agua para que no te preocupes por nada: lee junto a la piscina, en la bañera o donde tú quieras., Refúgiate en la lectura: con el Kindle, no tendrás que lidiar con distracciones provenientes de redes sociales, notificaciones u otras apps., Nuestro Kindle más rápido hasta la fecha: la nueva generación del Kindle Paperwhite cuenta con una pantalla de 7"" con mayor contraste de imagen y pasos de página un 25 % más rápidos., Lee bajo cualquier luz: regula el tono de la pantalla desde una luz blanca hasta una cálida luz ámbar y lee tanto bajo la luz solar directa como en la oscuridad., Ideal para viajar: su diseño ultraligero tiene una pantalla sin reflejos aún más grande y el contenido de la pantalla se mantiene nítido bajo cualquier luz., Gran selección: obtén acceso de manera instantánea a millones de títulos con la Tienda Kindle o suscríbete a Kindle Unlimited para desbloquear incluso más contenido., Batería suficiente incluso para los libros más largos: una sola carga por USB-C dura hasta 12 semanas.","9,9","179,99 €",AMAZON,87,1
Kobo Clara Colour | Lector electrónico a Color | Pantalla E-Ink Kaleido™ 3 de Color sin Reflejos de 6 Pulgadas | Opción de Modo Oscuro | Resistente al Agua| Audiolibros | 16 GB de Almacenamiento,"https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F31DYJocbBTL._SL500_.jpg","Resistente al agua* y fabricado con plástico reciclado y recuperado de los océanos (*Cumple los requisitos de la clasificación IPX8. Resistente al agua hasta una profundidad de 2 metros durante 60 minutos como máximo.), Resalta y colorea los pasajes de los libros con un solo toque, Pantalla antirreflejos E Ink Kaleido 3 en color de 6"", Lleva contigo hasta 12 000 eBooks o 75 audiolibros Kobo con 16 GB de almacenamiento y semanas de duración de la batería, Escucha audiolibros Kobo con tecnología inalámbrica Bluetooth** (**Los audiolibros solo están disponibles en una selección de países. Se necesitan altavoz o auriculares inalámbricos Bluetooth.), ComfortLight PRO con control del brillo y de la temperatura del color para reducir la luz azul","9,7","165,00 €",KOBO,88,1
"Nuevo Amazon Kindle (16 GB), el Kindle más ligero y compacto, con pantalla sin reflejos, pasos de página más fluidos, luz frontal ajustable y batería de larga duración | Sin publicidad, negro","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41XttfzNxbL._SL500_.jpg","Tu biblioteca, siempre contigo: gracias a sus 16 GB de almacenamiento, tendrás espacio para miles de libros, revistas y cómics., Refúgiate en la lectura: no dejes que te distraigan mensajes, e-mails o notificaciones de redes sociales y disfruta de una experiencia de lectura sin distracciones., Lee tanto como quieras: disfruta de una batería con autonomía de hasta 6 semanas en una única carga., Lee cómodamente bajo cualquier luz: lee con total comodidad gracias a su pantalla sin reflejos de 6"" con modo oscuro y luz frontal ajustable, ahora un 25 % más potente en el nivel de máxima intensidad., El Kindle más ligero y compacto: ahora con una luz frontal más potente en el nivel de máxima intensidad, mayor contraste y pasos de página más fluidos, para que disfrutes aún más de la lectura., Diseñado con la sostenibilidad en mente: este Kindle está fabricado con un 75 % de plásticos reciclados y un 90 % de magnesio reciclado. El 99 % del embalaje del dispositivo está hecho a base de fibra de madera y procede de bosques gestionados responsablemente o materiales reciclados., Descubre nuevas historias: con la suscripción a Kindle Unlimited, puedes contar con acceso ilimitado a millones de libros, miles de audiolibros y suscripciones a revistas seleccionadas.","9,6","119,00 €",AMAZON,89,1
"Kobo Clara B&W Libro Electrónico Multimedia 6"" 16GB Negro","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F41oP378-%2BuL._SL500_.jpg","Totalmente resistente al agua* (*Cumple los requisitos de la clasificación IPX8. Resistente al agua hasta una profundidad de 2 metros durante 60 minutos como máximo.), Pantalla táctil antirreflejos E Ink Carta 1300 de alta definición y 6”, Lleva contigo hasta 12 000 eBooks o 75 audiolibros Kobo con 16 GB de almacenamiento y semanas de duración de la batería, Exterior fabricado con plástico reciclado y plástico recuperado de los océanos, Escucha audiolibros Kobo con tecnología inalámbrica Bluetooth** (Los audiolibros solo están disponibles en una selección de países. Se necesitan altavoces o auriculares inalámbricos Bluetooth.), Ajusta el brillo y la temperatura del color con ComfortLight PRO","9,4","149,00 €",KOBO,90,1
"Variación Scribas Woxter (Black, 6"")","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F21zVIn9KWEL._SL500_.jpg",Variación Scriba,"9,3","72,00 €",WOXTER,91,1
"Kobo Nía Lector electrónico, Pantalla táctil sin Reflejos de 6"", Brillo Ajustable, WiFi, 8 GB de Almacenamiento, tecnología Carta E Ink, Negro (Renovado)","https://images.mejoresresenas.es/image/fetch/c_scale,f_auto/https%3A%2F%2Fm.media-amazon.com%2Fimages%2FI%2F51UD4oqHLZS._SL500_.jpg","Kobo Nía Lector electrónico, pantalla táctil sin reflejos de 6"", brillo ajustable, delgada y liviana, WiFi, 8 GB de almacenamiento, tecnología Carta E Ink, negro (Renovado).","9,1","99,99 €",KOBO,92,1
